__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-u6pk.in6s-44c2,18519010,2010-08-19T12:37:22.000,2010-08-19T12:37:22.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11412,187-09 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,RYE PLACE,FIRWOOD PLACE,,,ADDRESS,SAINT ALBANS,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2010-08-19T00:00:00.000,12 QUEENS,4103510052,QUEENS,1048281.0,195377.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.702709831256215,-73.76906561700821,,,,,Point,"[-73.76906561700821, 40.702709831256215]",
row-kmnd.4g82~5m4h,60002779,2024-01-12T16:14:28.000,2024-01-13T14:20:38.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2024-01-13T00:00:00.000,01 QUEENS,4005790036,QUEENS,1004421.0,217880.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.76468368198577,-73.92718359841146,,,,,Point,"[-73.92718359841146, 40.76468368198577]",
row-3nfx~qqx2.a5gt,60003980,2024-01-12T16:11:27.000,2024-01-14T18:07:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11354,33-36 UNION STREET,UNION STREET,,,,,ADDRESS,FLUSHING,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2024-01-14T00:00:00.000,07 QUEENS,4049550034,QUEENS,1032098.0,218791.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76707766537874,-73.8272645739404,,,,,Point,"[-73.8272645739404, 40.76707766537874]",
row-g4ur-259i-ap3h,60002745,2024-01-12T16:11:29.000,2024-01-14T17:12:56.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10462,1683 UNIONPORT ROAD,UNIONPORT ROAD,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2024-01-14T00:00:00.000,11 BRONX,2040270021,BRONX,1021376.0,246466.0,ONLINE,Unspecified,BRONX,,,,,,,,40.843089357173504,-73.86581881336807,,,,,Point,"[-73.86581881336807, 40.843089357173504]",
row-egc3~gmyd-wajx,18519407,2010-08-19T16:09:31.000,2010-08-26T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,145-54 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,INWOOD STREET,LIVERPOOL STREET,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2010-08-26T00:00:00.000,12 QUEENS,4119430369,QUEENS,1039838.0,189977.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68794518946442,-73.79956061392778,,,,,Point,"[-73.79956061392778, 40.68794518946442]",
row-jpez-sb32~ajue,33353725,2016-05-13T21:15:07.000,2024-10-08T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11377,47-28 59 PLACE,59 PLACE,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Buildings has investigated this complaint and found that previous conditions that presented an imminent danger during occupancy of the property have been corrected. A full vacate order rescission has been granted.,2024-10-08T00:00:00.000,02 QUEENS,4023200045,QUEENS,1010436.0,208752.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73961387758495,-73.90550528051729,,,,,Point,"[-73.90550528051729, 40.73961387758495]",
row-uank~7n2k-w7cq,57800701,2023-06-04T13:54:58.000,2024-07-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11204,62 AVENUE O,AVENUE O,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2024-07-29T00:00:00.000,11 BROOKLYN,3065980002,BROOKLYN,989032.0,161640.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61033954756082,-73.98277710906378,,,,,Point,"[-73.98277710906378, 40.61033954756082]",
row-825d_4eax~fnk6,60825945,2024-04-09T22:40:26.000,2025-04-02T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11422,149-98 254 STREET,254 STREET,,,,,ADDRESS,ROSEDALE,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-02T00:00:00.000,13 QUEENS,4136570035,QUEENS,1057530.0,176291.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.65025154726616,-73.73591585921788,,,,,Point,"[-73.73591585921788, 40.65025154726616]",
row-62e4~e5q5.e32e,57814989,2023-06-04T20:58:28.000,2023-06-04T20:58:28.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11216,1212 DEAN STREET,DEAN STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-06-04T00:00:00.000,08 BROOKLYN,3012130015,BROOKLYN,998408.0,185863.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67681643614893,-73.94895759939783,,,,,Point,"[-73.94895759939783, 40.67681643614893]",
row-s6yz.4eaw.st8i,25072507,2013-02-26T17:01:51.000,2025-06-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11423,187-14 90 AVENUE,90 AVENUE,187 STREET,187 PLACE,,,ADDRESS,HOLLIS,,,Closed,,The Department of Buildings has investigated this complaint and found that previous conditions that presented an imminent danger during occupancy of the property have been corrected. A full vacate order rescission has been granted.,2025-06-27T00:00:00.000,12 QUEENS,4099110026,QUEENS,1047119.0,198879.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71233029338235,-73.77322377259158,,,,,Point,"[-73.77322377259158, 40.71233029338235]",
row-4vva_dxcq_iha6,18588660,2010-08-30T14:20:26.000,2011-06-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11435,143-37 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,143 STREET,INWOOD STREET,,,ADDRESS,JAMAICA,,,Closed,,The Department of Buildings has investigated this complaint and found that previous conditions that presented an imminent danger during occupancy of the property have been corrected. A full vacate order rescission has been granted.,2011-06-02T00:00:00.000,12 QUEENS,4119360041,QUEENS,1039365.0,189518.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68668830100887,-73.80126990774869,,,,,Point,"[-73.80126990774869, 40.68668830100887]",
row-in6h.itnh.h3ep,58891818,2023-09-22T16:30:57.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11228,1430 76 STREET,76 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,11 BROOKLYN,3062340120,BROOKLYN,982846.0,164386.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61787792960699,-74.00505722910401,,,,,Point,"[-74.00505722910401, 40.61787792960699]",
row-z89v_aqed.v5fd,58905901,2023-09-23T10:52:10.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10457,269 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BRONX,2031567501,BRONX,1011325.0,249456.0,PHONE,Unspecified,BRONX,,,,,,,,40.851332558936704,-73.90213313592302,,,,,Point,"[-73.90213313592302, 40.851332558936704]",
row-r4zn~782i_7jsp,58906560,2023-09-23T10:52:02.000,2023-09-28T16:10:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11355,143-09 BARCLAY AVENUE,BARCLAY AVENUE,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,07 QUEENS,4050480001,QUEENS,1033267.0,215917.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75918288729288,-73.82306535085371,,,,,Point,"[-73.82306535085371, 40.75918288729288]",
row-7p4a-6fd5.4xaq,58906479,2023-09-23T10:52:16.000,2023-10-07T11:13:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10451,271 EAST  150 STREET,EAST  150 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,01 BRONX,2024100001,BRONX,1005892.0,237266.0,PHONE,Unspecified,BRONX,,,,,,,,40.817889529821485,-73.92181089108354,,,,,Point,"[-73.92181089108354, 40.817889529821485]",
row-ud3a.3rnk_dzmm,58907625,2023-09-23T10:52:10.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,269 EAST BURNSIDE AVENUE,EAST BURNSIDE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BRONX,2031567501,BRONX,1011325.0,249456.0,PHONE,Unspecified,BRONX,,,,,,,,40.851332558936704,-73.90213313592302,,,,,Point,"[-73.90213313592302, 40.851332558936704]",
row-ch4b-riaz-yspg,58941016,2023-09-27T10:03:54.000,2023-09-27T10:03:54.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11106,32-72 32 STREET,32 STREET,,,,,ADDRESS,ASTORIA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-27T00:00:00.000,01 QUEENS,4006110065,QUEENS,1005037.0,216594.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76115251746792,-73.92496384392528,,,,,Point,"[-73.92496384392528, 40.76115251746792]",
row-m8dc.swc8_63yr,60093184,2024-01-20T09:33:46.000,2024-01-21T20:57:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10032,611 WEST  158 STREET,WEST  158 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2024-01-21T00:00:00.000,12 MANHATTAN,1021360007,MANHATTAN,999370.0,243521.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.835071290300306,-73.94535973777539,,,,,Point,"[-73.94535973777539, 40.835071290300306]",
row-s3bc_qtn7.zhkf,57816214,2023-06-05T21:50:56.000,2023-06-05T21:50:56.000,DOB,Department of Buildings,General Construction/Plumbing,Construction - Change Grade/Watercourse,,10312,436 ELTINGVILLE BOULEVARD,ELTINGVILLE BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-06-05T00:00:00.000,03 STATEN ISLAND,5055310150,STATEN ISLAND,937871.0,141892.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.55601521777385,-74.16690327470752,,,,,Point,"[-74.16690327470752, 40.55601521777385]",
row-jsag~x77v.btr9,59972458,2024-01-08T20:35:38.000,2025-05-13T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,10312,152 STAFFORD AVENUE,STAFFORD AVENUE,,,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-13T00:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,932711.0,139160.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.54848792864824,-74.1854516069684,,,,,Point,"[-74.1854516069684, 40.54848792864824]",
row-56t4-kawi.sitt,60008773,2024-01-12T16:14:29.000,2024-01-15T12:10:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10472,1240 LELAND AVENUE,LELAND AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2024-01-15T00:00:00.000,09 BRONX,2037670032,BRONX,1022065.0,242189.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83134732246759,-73.86335273984425,,,,,Point,"[-73.86335273984425, 40.83134732246759]",
row-6uk9-8t5e_axxh,60009842,2024-01-12T16:14:35.000,2024-01-19T18:34:16.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,2176 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2024-01-19T00:00:00.000,05 BRONX,2031430130,BRONX,1012350.0,250589.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85443910241399,-73.8984233658015,,,,,Point,"[-73.8984233658015, 40.85443910241399]",
row-p3kp~hs4n-n76x,37877995,2017-12-07T09:57:25.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,10003,5 EAST   19 STREET,EAST   19 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-11-14T00:00:00.000,05 MANHATTAN,1008480006,MANHATTAN,986769.0,208476.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.73889473409288,-73.99091004416569,,,,,Point,"[-73.99091004416569, 40.73889473409288]",
row-c8bx.kq7v.ub3g,38243558,2018-01-18T10:49:00.000,2023-11-14T13:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11210,1371 FLATBUSH AVENUE,FLATBUSH AVENUE,E 26 ST,E 26 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-14T13:00:00.000,14 BROOKLYN,3052270007,BROOKLYN,997442.0,171490.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63736720243944,-73.95246833747011,,,,,Point,"[-73.95246833747011, 40.63736720243944]",
row-nta4_n9sf_vjhf,39461547,2018-06-14T13:01:01.000,2023-09-18T10:48:47.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11411,116-10 221 STREET,221 STREET,116 AVENUE,LINDEN BOULEVARD,116 AVENUE,LINDEN BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,,,Closed,2019-01-06T13:56:51.000,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-09-18T10:48:52.000,13 QUEENS,4113210038,QUEENS,1056734.0,193016.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69616426239988,-73.73860458386493,,,,,Point,"[-73.73860458386493, 40.69616426239988]",
row-2wqv_2ugk_qj63,41795775,2018-05-16T10:22:24.000,2018-05-21T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10451,401 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2018-05-21T00:00:00.000,01 BRONX,2023790007,BRONX,1007795.0,238620.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.821601009296515,-73.9149309078532,,,,,Point,"[-73.9149309078532, 40.821601009296515]",
row-jyug_46nj.xhaz,60008820,2024-01-12T16:11:23.000,2024-01-15T07:19:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,580 WEST  176 STREET,WEST  176 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2024-01-15T00:00:00.000,12 MANHATTAN,1021330010,MANHATTAN,1002082.0,247458.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84587214574811,-73.93554871798106,,,,,Point,"[-73.93554871798106, 40.84587214574811]",
row-dxn8-c6dk_uvar,18840426,2010-10-05T21:25:28.000,2010-12-02T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11435,143-11 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,143 STREET,INWOOD STREET,,,ADDRESS,JAMAICA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2010-12-02T00:00:00.000,12 QUEENS,4119360054,QUEENS,1039358.0,189511.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68666913124794,-73.80129520506252,,,,,Point,"[-73.80129520506252, 40.68666913124794]",
row-6gvu-jecv~ptgy,58077653,2023-07-02T18:20:56.000,2023-07-03T17:37:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-07-03T00:00:00.000,08 BRONX,2032500071,BRONX,1011734.0,257483.0,ONLINE,Unspecified,BRONX,,,,,,,,40.87336297316026,-73.90062182502744,,,,,Point,"[-73.90062182502744, 40.87336297316026]",
